2 	 2 	 0.00433 	 -0.00433 	 0.00612 	  
2 	 3 	 0.00497 	 -0.00091 	 0.00505 	  
2 	 4 	 0.00476 	 0.00268 	 0.00546 	  
2 	 5 	 0.00372 	 0.00579 	 0.00688 	  
2 	 6 	 0.00203 	 0.00791 	 0.00817 	  
2 	 7 	 0.00000 	 0.00866 	 0.00866 	  
2 	 8 	 -0.00203 	 0.00791 	 0.00817 	  
2 	 9 	 -0.00372 	 0.00579 	 0.00688 	  
2 	 10 	 -0.00476 	 0.00268 	 0.00546 	  
2 	 11 	 -0.00497 	 -0.00091 	 0.00505 	  
2 	 12 	 -0.00433 	 -0.00433 	 0.00612 	  
2 	 13 	 -0.00294 	 -0.00701 	 0.00760 	  
2 	 14 	 -0.00104 	 -0.00847 	 0.00853 	  

3 	 0 	 0.00022 	 -0.00973 	 0.00973 	  
3 	 1 	 0.00061 	 -0.00805 	 0.00807 	  
3 	 2 	 0.00091 	 -0.00497 	 0.00505 	  
3 	 3 	 0.00104 	 -0.00104 	 0.00147 	  
3 	 4 	 0.00099 	 0.00307 	 0.00323 	  
3 	 5 	 0.00078 	 0.00665 	 0.00670 	  
3 	 6 	 0.00043 	 0.00909 	 0.00910 	  
3 	 7 	 0.00000 	 0.00995 	 0.00995 	  
3 	 8 	 -0.00043 	 0.00909 	 0.00910 	  
3 	 9 	 -0.00078 	 0.00665 	 0.00670 	  
3 	 10 	 -0.00099 	 0.00307 	 0.00323 	  
3 	 11 	 -0.00104 	 -0.00104 	 0.00147 	  
3 	 12 	 -0.00091 	 -0.00497 	 0.00505 	  
3 	 13 	 -0.00061 	 -0.00805 	 0.00807 	  
3 	 14 	 -0.00022 	 -0.00973 	 0.00973 	  

4 	 0 	 -0.00064 	 -0.00930 	 0.00932 	  
4 	 1 	 -0.00182 	 -0.00769 	 0.00791 	  
4 	 2 	 -0.00268 	 -0.00476 	 0.00546 	  
4 	 3 	 -0.00307 	 -0.00099 	 0.00323 	  
4 	 4 	 -0.00294 	 0.00294 	 0.00416 	  
4 	 5 	 -0.00230 	 0.00636 	 0.00677 	  
4 	 6 	 -0.00126 	 0.00869 	 0.00878 	  
4 	 7 	 -0.00000 	 0.00951 	 0.00951 	  
4 	 8 	 0.00126 	 0.00869 	 0.00878 	  
4 	 9 	 0.00230 	 0.00636 	 0.00677 	  
4 	 10 	 0.00294 	 0.00294 	 0.00416 	  
4 	 11 	 0.00307 	 -0.00099 	 0.00323 	  
4 	 12 	 0.00268 	 -0.00476 	 0.00546 	  
4 	 13 	 0.00182 	 -0.00769 	 0.00791 	  
4 	 14 	 0.00064 	 -0.00930 	 0.00932 	  

5 	 0 	 -0.00139 	 -0.00727 	 0.00740 	  
5 	 1 	 -0.00393 	 -0.00601 	 0.00718 	  
5 	 2 	 -0.00579 	 -0.00372 	 0.00688 	  
5 	 3 	 -0.00665 	 -0.00078 	 0.00670 	  
5 	 4 	 -0.00636 	 0.00230 	 0.00677 	  
5 	 5 	 -0.00497 	 0.00497 	 0.00703 	  
5 	 6 	 -0.00272 	 0.00679 	 0.00731 	  
5 	 7 	 -0.00000 	 0.00743 	 0.00743 	  
5 	 8 	 0.00272 	 0.00679 	 0.00731 	  
5 	 9 	 0.00497 	 0.00497 	 0.00703 	  
5 	 10 	 0.00636 	 0.00230 	 0.00677 	  
5 	 11 	 0.00665 	 -0.00078 	 0.00670 	  
5 	 12 	 0.00579 	 -0.00372 	 0.00688 	  
5 	 13 	 0.00393 	 -0.00601 	 0.00718 	  
5 	 14 	 0.00139 	 -0.00727 	 0.00740 	  

6 	 0 	 -0.00190 	 -0.00398 	 0.00441 	  
6 	 1 	 -0.00537 	 -0.00329 	 0.00630 	  
6 	 2 	 -0.00791 	 -0.00203 	 0.00817 	  
6 	 3 	 -0.00909 	 -0.00043 	 0.00910 	  
6 	 4 	 -0.00869 	 0.00126 	 0.00878 	  
6 	 5 	 -0.00679 	 0.00272 	 0.00731 	  
6 	 6 	 -0.00372 	 0.00372 	 0.00525 	  
6 	 7 	 -0.00000 	 0.00407 	 0.00407 	  
6 	 8 	 0.00372 	 0.00372 	 0.00525 	  
6 	 9 	 0.00679 	 0.00272 	 0.00731 	  
6 	 10 	 0.00869 	 0.00126 	 0.00878 	  
6 	 11 	 0.00909 	 -0.00043 	 0.00910 	  
6 	 12 	 0.00791 	 -0.00203 	 0.00817 	  
6 	 13 	 0.00537 	 -0.00329 	 0.00630 	  
6 	 14 	 0.00190 	 -0.00398 	 0.00441 	  

7 	 0 	 -0.00208 	 -0.00000 	 0.00208 	  
7 	 1 	 -0.00588 	 -0.00000 	 0.00588 	  
7 	 2 	 -0.00866 	 -0.00000 	 0.00866 	  
7 	 3 	 -0.00995 	 -0.00000 	 0.00995 	  
7 	 4 	 -0.00951 	 0.00000 	 0.00951 	  
7 	 5 	 -0.00743 	 0.00000 	 0.00743 	  
7 	 6 	 -0.00407 	 0.00000 	 0.00407 	  
7 	 7 	 -0.00000 	 0.00000 	 0.00000 	  
7 	 8 	 0.00407 	 0.00000 	 0.00407 	  
7 	 9 	 0.00743 	 0.00000 	 0.00743 	  
7 	 10 	 0.00951 	 0.00000 	 0.00951 	  
7 	 11 	 0.00995 	 -0.00000 	 0.00995 	  
7 	 12 	 0.00866 	 -0.00000 	 0.00866 	  
7 	 13 	 0.00588 	 -0.00000 	 0.00588 	  
7 	 14 	 0.00208 	 -0.00000 	 0.00208 	  

8 	 0 	 -0.00190 	 0.00398 	 0.00441 	  
8 	 1 	 -0.00537 	 0.00329 	 0.00630 	  
8 	 2 	 -0.00791 	 0.00203 	 0.00817 	  
8 	 3 	 -0.00909 	 0.00043 	 0.00910 	  
8 	 4 	 -0.00869 	 -0.00126 	 0.00878 	  
8 	 5 	 -0.00679 	 -0.00272 	 0.00731 	  
8 	 6 	 -0.00372 	 -0.00372 	 0.00525 	  
8 	 7 	 -0.00000 	 -0.00407 	 0.00407 	  
8 	 8 	 0.00372 	 -0.00372 	 0.00525 	  
8 	 9 	 0.00679 	 -0.00272 	 0.00731 	  
8 	 10 	 0.00869 	 -0.00126 	 0.00878 	  
8 	 11 	 0.00909 	 0.00043 	 0.00910 	  
8 	 12 	 0.00791 	 0.00203 	 0.00817 	  
8 	 13 	 0.00537 	 0.00329 	 0.00630 	  
8 	 14 	 0.00190 	 0.00398 	 0.00441 	  

9 	 0 	 -0.00139 	 0.00727 	 0.00740 	  
9 	 1 	 -0.00393 	 0.00601 	 0.00718 	  
9 	 2 	 -0.00579 	 0.00372 	 0.00688 	  
9 	 3 	 -0.00665 	 0.00078 	 0.00670 	  
9 	 4 	 -0.00636 	 -0.00230 	 0.00677 	  
9 	 5 	 -0.00497 	 -0.00497 	 0.00703 	  
9 	 6 	 -0.00272 	 -0.00679 	 0.00731 	  
9 	 7 	 -0.00000 	 -0.00743 	 0.00743 	  
9 	 8 	 0.00272 	 -0.00679 	 0.00731 	  
9 	 9 	 0.00497 	 -0.00497 	 0.00703 	  
9 	 10 	 0.00636 	 -0.00230 	 0.00677 	  
9 	 11 	 0.00665 	 0.00078 	 0.00670 	  
9 	 12 	 0.00579 	 0.00372 	 0.00688 	  
9 	 13 	 0.00393 	 0.00601 	 0.00718 	  
9 	 14 	 0.00139 	 0.00727 	 0.00740 	  

10 	 0 	 -0.00064 	 0.00930 	 0.00932 	  
10 	 1 	 -0.00182 	 0.00769 	 0.00791 	  
10 	 2 	 -0.00268 	 0.00476 	 0.00546 	  
10 	 3 	 -0.00307 	 0.00099 	 0.00323 	  
10 	 4 	 -0.00294 	 -0.00294 	 0.00416 	  
10 	 5 	 -0.00230 	 -0.00636 	 0.00677 	  
10 	 6 	 -0.00126 	 -0.00869 	 0.00878 	  
10 	 7 	 -0.00000 	 -0.00951 	 0.00951 	  
10 	 8 	 0.00126 	 -0.00869 	 0.00878 	  
10 	 9 	 0.00230 	 -0.00636 	 0.00677 	  
10 	 10 	 0.00294 	 -0.00294 	 0.00416 	  
10 	 11 	 0.00307 	 0.00099 	 0.00323 	  
10 	 12 	 0.00268 	 0.00476 	 0.00546 	  
10 	 13 	 0.00182 	 0.00769 	 0.00791 	  
10 	 14 	 0.00064 	 0.00930 	 0.00932 	  

11 	 0 	 0.00022 	 0.00973 	 0.00973 	  
11 	 1 	 0.00061 	 0.00805 	 0.00807 	  
11 	 2 	 0.00091 	 0.00497 	 0.00505 	  
11 	 3 	 0.00104 	 0.00104 	 0.00147 	  
11 	 4 	 0.00099 	 -0.00307 	 0.00323 	  
11 	 5 	 0.00078 	 -0.00665 	 0.00670 	  
11 	 6 	 0.00043 	 -0.00909 	 0.00910 	  
11 	 7 	 0.00000 	 -0.00995 	 0.00995 	  
11 	 8 	 -0.00043 	 -0.00909 	 0.00910 	  
11 	 9 	 -0.00078 	 -0.00665 	 0.00670 	  
11 	 10 	 -0.00099 	 -0.00307 	 0.00323 	  
11 	 11 	 -0.00104 	 0.00104 	 0.00147 	  
11 	 12 	 -0.00091 	 0.00497 	 0.00505 	  
11 	 13 	 -0.00061 	 0.00805 	 0.00807 	  
11 	 14 	 -0.00022 	 0.00973 	 0.00973 	  

12 	 0 	 0.00104 	 0.00847 	 0.00853 	  
12 	 1 	 0.00294 	 0.00701 	 0.00760 	  
12 	 2 	 0.00433 	 0.00433 	 0.00612 	  
12 	 3 	 0.00497 	 0.00091 	 0.00505 	  
12 	 4 	 0.00476 	 -0.00268 	 0.00546 	  
12 	 5 	 0.00372 	 -0.00579 	 0.00688 	  
12 	 6 	 0.00203 	 -0.00791 	 0.00817 	  
12 	 7 	 0.00000 	 -0.00866 	 0.00866 	  
12 	 8 	 -0.00203 	 -0.00791 	 0.00817 	  
12 	 9 	 -0.00372 	 -0.00579 	 0.00688 	  
12 	 10 	 -0.00476 	 -0.00268 	 0.00546 	  
12 	 11 	 -0.00497 	 0.00091 	 0.00505 	  
12 	 12 	 -0.00433 	 0.00433 	 0.00612 	  
12 	 13 	 -0.00294 	 0.00701 	 0.00760 	  
12 	 14 	 -0.00104 	 0.00847 	 0.00853 	  

13 	 0 	 0.00168 	 0.00575 	 0.00599 	  
13 	 1 	 0.00476 	 0.00476 	 0.00672 	  
13 	 2 	 0.00701 	 0.00294 	 0.00760 	  
13 	 3 	 0.00805 	 0.00061 	 0.00807 	  
13 	 4 	 0.00769 	 -0.00182 	 0.00791 	  
13 	 5 	 0.00601 	 -0.00393 	 0.00718 	  
13 	 6 	 0.00329 	 -0.00537 	 0.00630 	  
13 	 7 	 0.00000 	 -0.00588 	 0.00588 	  
13 	 8 	 -0.00329 	 -0.00537 	 0.00630 	  
13 	 9 	 -0.00601 	 -0.00393 	 0.00718 	  
13 	 10 	 -0.00769 	 -0.00182 	 0.00791 	  
13 	 11 	 -0.00805 	 0.00061 	 0.00807 	  
13 	 12 	 -0.00701 	 0.00294 	 0.00760 	  
13 	 13 	 -0.00476 	 0.00476 	 0.00672 	  
13 	 14 	 -0.00168 	 0.00575 	 0.00599 	  

14 	 0 	 0.00203 	 0.00203 	 0.00288 	  
14 	 1 	 0.00575 	 0.00168 	 0.00599 	  
14 	 2 	 0.00847 	 0.00104 	 0.00853 	  
14 	 3 	 0.00973 	 0.00022 	 0.00973 	  
14 	 4 	 0.00930 	 -0.00064 	 0.00932 	  
14 	 5 	 0.00727 	 -0.00139 	 0.00740 	  
14 	 6 	 0.00398 	 -0.00190 	 0.00441 	  
14 	 7 	 0.00000 	 -0.00208 	 0.00208 	  
14 	 8 	 -0.00398 	 -0.00190 	 0.00441 	  
14 	 9 	 -0.00727 	 -0.00139 	 0.00740 	  
14 	 10 	 -0.00930 	 -0.00064 	 0.00932 	  
14 	 11 	 -0.00973 	 0.00022 	 0.00973 	  
14 	 12 	 -0.00847 	 0.00104 	 0.00853 	  
14 	 13 	 -0.00575 	 0.00168 	 0.00599 	  
14 	 14 	 -0.00203 	 0.00203 	 0.00288 	  

